Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation
INN32658,2,0,0,3,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,108.3,0,8/4/2018
INN32659,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,Offline,0,0,0,96.56,1,8/10/2018
INN32660,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,96.3,1,4/13/2018
INN32661,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,10/12/2018
INN32662,2,0,0,2,Not Selected,0,Room_Type 1,128,Online,0,0,0,100.29,3,9/16/2018
INN32663,2,0,0,1,Not Selected,0,Room_Type 1,244,Online,0,0,0,85.5,1,9/3/2018
INN32664,1,0,0,3,Meal Plan 1,0,Room_Type 1,98,Offline,0,0,0,52.7,1,12/29/2017
INN32665,2,0,0,1,Not Selected,0,Room_Type 1,56,Online,0,0,0,99.0,0,9/2/2018
INN32666,2,0,0,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,132.3,2,10/12/2018
INN32667,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,Corporate,1,0,2,95.0,0,5/30/2018
INN32668,3,0,2,0,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,132.3,2,6/26/2018
INN32669,2,0,2,4,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,77.35,1,3/11/2018
INN32670,1,0,0,1,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,95.0,0,5/20/2018
INN32671,2,0,2,4,Meal Plan 1,0,Room_Type 4,124,Online,0,0,0,143.1,0,9/21/2018
INN32672,2,0,2,0,Not Selected,0,Room_Type 1,76,Online,0,0,0,79.2,1,11/27/2018
INN32673,2,0,2,1,Meal Plan 1,0,Room_Type 4,80,Online,0,0,0,140.4,0,5/21/2018
INN32674,2,0,0,2,Not Selected,0,Room_Type 1,71,Online,0,0,0,88.0,0,11/18/2018
INN32675,2,0,2,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,87.0,0,2/21/2018
INN32676,2,0,2,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,99.0,1,9/25/2018
INN32677,2,0,1,2,Not Selected,0,Room_Type 1,229,Online,0,0,0,67.5,0,12/9/2018
INN32678,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,75.0,0,10/9/2017
INN32679,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,0,9/21/2017
